iter	Passed	Remaining
422	3368	4594
423	3382	4594
424	3391	4589
425	3397	4578
426	3408	4574
427	3418	4569
428	3430	4565
429	3440	4560
430	3445	4549
431	3459	4548
432	3474	4550
433	3483	4542
434	3490	4533
435	3498	4526
436	3507	4518
437	3516	4511
438	3526	4506
439	3542	4508
440	3547	4496
441	3561	4496
442	3572	4491
443	3582	4486
444	3590	4478
445	3604	4477
446	3610	4466
447	3620	4461
448	3631	4455
449	3641	4451
450	3646	4439
451	3657	4434
452	3672	4434
453	3678	4423
454	3692	4422
455	3699	4413
456	3708	4406
457	3717	4399
458	3727	4393
459	3738	4388
460	3748	4382
461	3760	4378
462	3770	4373
463	3783	4371
464	3791	4362
465	3802	4357
466	3812	4351
467	3820	4342
468	3830	4337
469	3836	4326
470	3848	4322
471	3858	4316
472	3863	4304
473	3875	4301
474	3882	4291
475	3891	4284
476	3902	4278
477	3907	4267
478	3917	4260
479	3927	4254
480	3937	4248
481	3945	4239
482	3953	4231
483	3960	4222
484	3973	4219
485	3978	4207
486	3991	4204
487	4002	4198
488	4009	4189
489	4018	4182
490	4025	4172
491	4036	4167
492	4050	4166
493	4059	4158
494	4069	4152
495	4077	4143
496	4088	4137
497	4095	4128
498	4106	4122
499	4116	4116
500	4126	4109
501	4132	4099
502	4144	4095
503	4155	4089
504	4160	4078
505	4172	4073
506	4177	4062
507	4188	4056
508	4198	4050
509	4206	4041
510	4217	4035
511	4224	4026
512	4234	4020
513	4245	4014
514	4253	4005
515	4260	3996
516	4273	3992
517	4284	3986
518	4290	3976
519	4300	3969
520	4311	3963
521	4319	3955
522	4327	3946
523	4341	3943
524	4351	3936
525	4360	3929
526	4366	3918
527	4376	3912
528	4386	3905
529	4397	3899
530	4405	3891
531	4413	3882
532	4425	3877
533	4434	3869
534	4441	3860
535	4455	3856
536	4463	3848
537	4467	3836
538	4480	3831
539	4485	3820
540	4495	3814
541	4509	3810
542	4514	3799
543	4525	3793
544	4539	3789
545	4547	3780
546	4559	3775
547	4565	3765
548	4579	3761
549	4584	3750
550	4594	3744
551	4605	3737
552	4616	3731
553	4621	3720
554	4631	3713
555	4642	3707
556	4652	3700
557	4663	3693
558	4670	3684
559	4680	3677
560	4690	3670
561	4699	3662
562	4707	3654
563	4718	3647
564	4723	3636
565	4735	3631
566	4748	3626
567	4757	3618
568	4765	3609
569	4773	3600
570	4781	3592
571	4786	3581
572	4799	3576
573	4809	3569
574	4817	3560
575	4838	3561
576	4846	3553
577	4862	3550
578	4871	3542
579	4875	3530
580	4885	3523
581	4892	3514
582	4900	3505
583	4904	3493
584	4916	3487
585	4920	3476
586	4933	3470
587	4940	3461
588	4948	3453
589	4953	3442
590	4969	3439
591	4973	3427
592	4983	3420
593	4991	3411
594	5000	3403
595	5004	3392
596	5008	3381
597	5016	3372
598	5024	3363
599	5028	3352
600	5037	3344
601	5040	3332
602	5049	3324
603	5058	3316
604	5066	3307
605	5070	3296
606	5078	3287
607	5086	3279
608	5094	3270
609	5101	3261
610	5108	3252
611	5115	3243
612	5120	3232
613	5132	3226
614	5136	3215
615	5145	3207
616	5148	3196
617	5158	3188
618	5166	3179
619	5173	3170
620	5182	3163
621	5186	3151
622	5195	3143
623	5201	3134
624	5209	3125
625	5216	3116
626	5224	3108
627	5227	3096
628	5235	3088
629	5239	3076
630	5246	3068
631	5257	3061
632	5266	3053
633	5274	3044
634	5282	3036
635	5291	3028
636	5298	3019
637	5302	3008
638	5310	3000
639	5320	2992
640	5323	2981
641	5327	2970
642	5338	2964
643	5343	2954
644	5351	2945
645	5355	2934
646	5370	2930
647	5376	2920
648	5385	2912
649	5394	2904
650	5403	2896
651	5407	2886
652	5415	2877
653	5424	2869
654	5438	2864
655	5448	2857
656	5460	2850
657	5464	2840
658	5473	2832
659	5484	2825
660	5497	2819
661	5504	2810
662	5509	2800
663	5520	2793
664	5529	2785
665	5532	2774
666	5542	2767
667	5551	2759
668	5562	2752
669	5569	2743
670	5579	2735
671	5586	2726
672	5591	2716
673	5595	2706
674	5606	2699
675	5610	2688
676	5618	2680
677	5626	2672
678	5631	2662
679	5638	2653
680	5650	2646
681	5654	2636
682	5661	2627
683	5669	2619
684	5674	2609
685	5680	2600
686	5688	2591
687	5696	2583
688	5704	2574
689	5707	2564
690	5717	2556
691	5728	2549
692	5746	2545
693	5755	2537
694	5764	2529
695	5773	2521
696	5783	2514
697	5791	2505
698	5799	2497
699	5803	2487
700	5810	2478
701	5818	2470
702	5827	2461
703	5835	2453
704	5841	2444
705	5853	2437
706	5864	2430
707	5872	2421
708	5881	2414
709	5887	2404
710	5892	2394
711	5904	2388
712	5916	2381
713	5925	2373
714	5937	2366
715	5945	2358
716	5957	2351
717	5960	2340
718	5973	2334
719	5977	2324
720	5982	2315
721	5991	2307
722	6003	2299
723	6012	2291
724	6020	2283
725	6027	2274
726	6039	2268
727	6048	2259
728	6056	2251
729	6064	2242
730	6068	2233
731	6076	2224
732	6080	2214
733	6090	2207
734	6095	2197
735	6103	2189
736	6108	2179
737	6115	2171
738	6120	2161
739	6125	2152
740	6136	2144
741	6140	2135
742	6143	2125
743	6151	2116
744	6161	2108
745	6168	2100
746	6177	2092
747	6181	2082
748	6189	2074
749	6197	2065
750	6206	2057
751	6215	2049
752	6227	2042
753	6234	2034
754	6242	2025
755	6250	2017
756	6262	2010
757	6267	2000
758	6274	1992
759	6285	1985
760	6293	1976
761	6301	1968
762	6308	1959
763	6318	1951
764	6322	1942
765	6334	1935
766	6339	1925
767	6343	1916
768	6354	1908
769	6361	1900
770	6368	1891
771	6377	1883
772	6384	1874
773	6391	1866
774	6402	1858
775	6405	1849
776	6410	1839
777	6422	1832
778	6426	1823
779	6433	1814
780	6441	1806
781	6453	1799
782	6461	1790
783	6469	1782
784	6473	1772
785	6483	1765
786	6491	1756
787	6502	1749
788	6506	1740
789	6513	1731
790	6521	1723
791	6529	1714
792	6536	1706
793	6545	1698
794	6553	1689
795	6567	1683
796	6575	1674
797	6584	1666
798	6591	1658
799	6599	1649
800	6612	1642
801	6616	1633
802	6624	1625
803	6629	1616
804	6635	1607
805	6639	1598
806	6647	1589
807	6654	1581
808	6658	1571
809	6666	1563
810	6669	1554
811	6678	1546
812	6686	1537
813	6694	1529
814	6697	1520
815	6705	1512
816	6713	1503
817	6721	1495
818	6727	1486
819	6736	1478
820	6746	1470
821	6749	1461
822	6761	1454
823	6766	1445
824	6775	1437
825	6780	1428
826	6792	1420
827	6801	1412
828	6805	1403
829	6816	1396
830	6820	1387
831	6828	1378
832	6832	1369
833	6842	1361
834	6847	1353
835	6859	1345
836	6862	1336
837	6871	1328
838	6883	1320
839	6887	1311
840	6894	1303
841	6906	1296
842	6911	1287
843	6918	1278
844	6923	1270
845	6928	1261
846	6941	1253
847	6951	1246
848	6955	1237
849	6968	1229
850	6975	1221
851	6978	1212
852	6992	1205
853	7005	1197
854	7009	1188
855	7022	1181
856	7032	1173
857	7040	1165
858	7052	1157
859	7060	1149
860	7068	1141
861	7072	1132
862	7091	1125
863	7097	1117
864	7102	1108
865	7112	1100
866	7116	1091
867	7124	1083
868	7132	1075
869	7136	1066
870	7140	1057
871	7148	1049
872	7161	1041
873	7170	1033
874	7179	1025
875	7185	1017
876	7190	1008
877	7203	1000
878	7206	992
879	7211	983
880	7219	975
881	7228	967
882	7235	958
883	7239	949
884	7252	942
885	7256	933
886	7261	925
887	7271	917
888	7274	908
889	7282	900
890	7286	891
891	7299	883
892	7307	875
893	7316	867
894	7324	859
895	7336	851
896	7340	842
897	7348	834
898	7357	826
899	7362	818
900	7365	809
901	7376	801
902	7384	793
903	7397	785
904	7406	777
905	7409	768
906	7425	761
907	7434	753
908	7441	745
909	7446	736
910	7456	728
911	7460	719
912	7468	711
913	7476	703
914	7479	694
915	7487	686
916	7491	678
917	7503	670
918	7511	662
919	7519	653
920	7527	645
921	7535	637
922	7543	629
923	7550	621
924	7558	612
925	7567	604
926	7575	596
927	7583	588
928	7586	579
929	7591	571
930	7602	563
931	7611	555
932	7615	546
933	7623	538
934	7627	530
935	7632	521
936	7644	514
937	7648	505
938	7652	497
939	7656	488
940	7668	480
941	7676	472
942	7688	464
943	7692	456
944	7700	448
945	7708	439
946	7715	431
947	7723	423
948	7731	415
949	7739	407
950	7742	398
951	7750	390
952	7754	382
953	7763	374
954	7772	366
955	7781	358
956	7785	349
957	7795	341
958	7805	333
959	7813	325
960	7817	317
961	7826	309
962	7833	300
963	7842	292
964	7847	284
965	7853	276
966	7865	268
967	7870	260
968	7877	252
969	7884	243
970	7892	235
971	7900	227
972	7908	219
973	7916	211
974	7919	203
975	7928	194
976	7936	186
977	7944	178
978	7951	170
979	7960	162
980	7964	154
981	7973	146
982	7982	138
983	7990	129
984	7997	121
985	8004	113
986	8012	105
987	8017	97
988	8024	89
989	8032	81
990	8040	73
991	8044	64
992	8049	56
993	8057	48
994	8068	40
995	8076	32
996	8080	24
997	8088	16
998	8092	8
999	8103	0
